ADRESA;MESTO;x;y;FIRMA;NAZEV;SUMVYMERU;SUMOBZSJ01;COUNT
17. listopadu 6225/74, Ostrava;Ostrava;18.163343000000001;49.829675000000002;Lidl Èeská republika, v.o.s.;;3471.0061999999998000;14748;16
Olomoucká 2844/115, Opava;Opava;17.877585900000000;49.931709200000000;AHOLD Czech Republic, a. s.;;16856.2022999999970000;18374;36
Masarykova 3552, Havlíèkùv Brod;Havlíèkùv Brod;15.572852900000001;49.617006900000000;Penny Market, s.r.o.;Penny Market;4574.6137000000008000;3951;19
Ztracená 3176/2, Pøerov;Pøerov;17.459152000000000;49.448027300000000;Penny Market, s.r.o.;;113.8882000000000100;2478;3
Støelnièná 2270/46, Praha;Praha;14.482283000000001;50.127520900000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Praha - Malı Klín;236.9350999999999800;15633;8
Hviezdoslavova 1318/8, Brno;Brno;16.676425900000002;49.182270099999997;Penny Market, s.r.o.;;312.3965999999999800;2197;3
U pošty 12/401, Brno;Brno;16.565690300000000;49.168019500000000;AHOLD Czech Republic, a. s.;;312.9055999999999900;15489;4
Mánesova 1948, Èeské Budìjovice;Èeské Budìjovice;14.472481300000000;48.967816799999987;Billa, s.r.o.;;130.8182999999999900;3459;5
Obchodní zóna 260, Otvice;Otvice;13.444453700000000;50.484595200000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Chomutov-Otvice;3385.6999999999998000;1226;8
Mazancova 3058/2, Praha;Praha;14.420186500000000;50.013092000000000;Billa, s.r.o.;LABE;115.7852000000000000;8912;3
Horní, Ostrava;Ostrava;18.253745599999998;49.781422999999997;Penny Market, s.r.o.;Penny Market;155.5658999999999700;24083;7
Dragounská 6/2529, Cheb;Cheb;12.367723700000001;50.071562600000000;AHOLD Czech Republic, a. s.;INTERSPAR Cheb (hypermarket);2171.4421000000002000;10692;9
Vodièkova 710/31, Praha;Praha;14.424245700000000;50.081356499999998;Billa, s.r.o.;;40.9727999999999990;5592;1
Kojetínská 3133/10, Pøerov;Pøerov;17.443368199999998;49.449930199999997;Tesco Stores ÈR, a.s.;Hypermarket Pøerov;2189.9368000000004000;4367;8
Fialova 2974/18, Šumperk;Šumperk;16.979844000000000;49.962168899999988;Penny Market, s.r.o.;;564.3314000000000300;3388;3
Kollárova 2762/17, Jihlava;Jihlava;15.592367299999999;49.413442699999997;AHOLD Czech Republic, a. s.;;5554.3324999999995000;12308;18
Šimùnkova 1625/1, Praha;Praha;14.470269999999999;50.133033099999999;Billa, s.r.o.;;1187.3161000000002000;16499;14
Seifertova 570, Ústí nad Labem;Ústí nad Labem;14.105630400000001;50.672740400000002;AHOLD Czech Republic, a. s.;;2111.8540999999996000;8260;11
Denisova 2907/11, Pøerov;Pøerov;17.450694200000001;49.445809500000003;AHOLD Czech Republic, a. s.;;2837.7821999999996000;6274;11
námìstí 14. øíjna 83/15, Praha;Praha;14.406680400000001;50.073922699999997;Tesco Stores ÈR, a.s.;Supermarket Tesco Praha Smíchovská trni;94.7668999999999930;11156;8
Kolbenova 956/27a, Praha;Praha;14.536913100000000;50.109826400000003;Lidl Èeská republika, v.o.s.;;371.1369999999999400;3865;5
Sportovní 594/21, Brno;Brno;16.604209200000000;49.215343500000003;Kaufland Èeská republika, v.o.s.;OD Kaufland Brno-Ponava;56.3768000000000030;2819;3
U Potoka 3471, Mìlník;Mìlník;14.489789999999999;50.349959299999988;Penny Market, s.r.o.;;1224.8800000000001000;1570;4
Okruní 855/33, Brno;Brno;16.622105200000000;49.234146499999987;Billa, s.r.o.;;1092.7258999999999000;3979;6
Revoluèní 3470, Frıdek-Místek;Frıdek-Místek;18.347866000000000;49.687399799999987;Kaufland Èeská republika, v.o.s.;OD Kaufland Frıdek Místek;1121.6806000000001000;21267;7
Vondrákova 825/13, Brno;Brno;16.528081799999999;49.221894800000001;AHOLD Czech Republic, a. s.;;59.4331000000000030;5842;1
Nádraní 586, Semily;Semily;15.327905100000001;50.601615600000002;Lidl Èeská republika, v.o.s.;;564.3757000000000500;1942;5
Praská 2017, Pelhøimov;Pelhøimov;15.213699300000000;49.437982200000000;Penny Market, s.r.o.;;50.7436000000000010;1955;1
Horská 647, Trutnov;Trutnov;15.890612500000000;50.583612100000003;Kaufland Èeská republika, v.o.s.;OD Kaufland Trutnov;7019.5236000000004000;5274;18
Polská 105, Náchod;Náchod;16.170706599999999;50.398519299999997;AHOLD Czech Republic, a. s.;;2230.8582999999999000;1703;9
Klášterní 3630, Mìlník;Mìlník;14.474828499999999;50.358219200000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Mìlník;12211.9880000000010000;14242;39
Palackého 4570/96, Jablonec nad Nisou;Jablonec nad Nisou;15.156707600000001;50.744632899999999;Penny Market, s.r.o.;;6421.0616000000000000;4539;12
Prodlouená 807, Ostrava;Ostrava;18.264251900000001;49.773696600000001;Tesco Stores ÈR, a.s.;Extra Ostrava Hrabvová;688.2743999999999000;348;4
U Pøehrady 4596/42a, Jablonec nad Nisou;Jablonec nad Nisou;15.182333600000000;50.733680100000001;Tesco Stores ÈR, a.s.;Supermarket Tesco Jablonec nad Nisou;5690.5168999999987000;15414;32
Dvoøákova 4054/10, Hodonín;Hodonín;17.120400799999999;48.851999499999998;Lidl Èeská republika, v.o.s.;;33.7351000000000030;2023;1
tø. Václava Klementa 1459, Mladá Boleslav;Mladá Boleslav;14.915460800000000;50.420259799999997;Billa, s.r.o.;;1510.8581000000004000;11790;23
Obchodní 2598, Písek;Písek;14.158663100000000;49.297353899999997;Penny Market, s.r.o.;;1479.7996999999998000;10891;5
Ladova 3325/2a, Ústí nad Labem;Ústí nad Labem;14.027833299999999;50.678478400000003;Billa, s.r.o.;;2211.8706999999999000;20005;14
Havlíèkova 4797/12, Jihlava;Jihlava;15.588982600000000;49.400368399999998;Billa, s.r.o.;;;;
Rudolfovská tø. 670, Èeské Budìjovice;Èeské Budìjovice;14.495957799999999;48.979439799999987;Penny Market, s.r.o.;Penny Market;4352.9703000000000000;2982;14
Dolní Kamenná 1025/8, Karlovy Vary;Karlovy Vary;12.848916500000000;50.231941100000000;Lidl Èeská republika, v.o.s.;;141.5771000000000000;3889;2
Gerská 2030/23, Plzeò;Plzeò;13.368671400000000;49.778783799999999;AHOLD Czech Republic, a. s.;;1018.5261000000000000;14624;2
Domalická 870, Klatovy;Klatovy;13.286020000000001;49.395538199999997;Penny Market, s.r.o.;;3309.4414999999999000;2031;14
Libušina tøída 581/6, Brno;Brno;16.533347899999999;49.196872599999999;AHOLD Czech Republic, a. s.;;374.9952000000000100;7583;3
U staré pošty 8/1, Praha;Praha;14.413717200000001;50.036027799999999;Penny Market, s.r.o.;Penny Market;551.6909000000000600;12695;13
Klapkova 3/26, Praha 8;Praha;14.456122700000000;50.124081300000000;AHOLD Czech Republic, a. s.;;105.1824000000000000;4559;2
Jièínská 1349, Mladá Boleslav;Mladá Boleslav;14.936167800000000;50.412128899999999;AHOLD Czech Republic, a. s.;;28.5653000000000010;616;1
Nádraní 1702/57, Èeské Budìjovice;Èeské Budìjovice;14.486147700000000;48.978556500000003;AHOLD Czech Republic, a. s.;;94.6544999999999990;3495;2
Marie Majerové 2241, Sokolov;Sokolov;12.669451600000000;50.175501799999999;Tesco Stores ÈR, a.s.;Hypermarket Tesco Sokolov;155.7416000000000100;3133;2
Palackého tøída 2760, Pardubice;Pardubice;15.750347300000000;50.032722300000003;Lidl Èeská republika, v.o.s.;;8791.7265000000007000;13449;27
Masarykovo nám. 1069, Vizovice;Vizovice;17.853811900000000;49.221600000000002;AHOLD Czech Republic, a. s.;;23449.1940999999970000;20662;44
Popradská 1510, Ústí nad Orlicí;Ústí nad Orlicí;16.404430699999999;49.977555199999998;Lidl Èeská republika, v.o.s.;;625.2493999999999200;8977;5
Jiráskova 1569, Rychnov nad Knìnou;Rychnov nad Knìnou;16.271199599999999;50.165990099999988;Lidl Èeská republika, v.o.s.;;4859.0012000000006000;7315;16
Frıdecká 440, Praha;Praha;14.508276100000000;50.138540700000000;AHOLD Czech Republic, a. s.;SPAR Letòany (supermarket);1962.8092999999999000;21213;18
Horní 1117, Chodov;Chodov;12.746815600000000;50.232461099999988;Lidl Èeská republika, v.o.s.;;2894.2296999999999000;7170;14
Matìjská 2352/76, Praha 6;Praha;14.379770100000000;50.112696000000000;AHOLD Czech Republic, a. s.;;803.5003999999999000;14779;11
Nádraní 172, Klatovy;Klatovy;13.287617400000000;49.398630500000003;Billa, s.r.o.;;11858.0954999999990000;14425;48
Na Chmelnicích 128, Plzeò - Severní Pøedmìstí;Plzeò - Severní Pøedmìstí;13.347605300000000;49.763586699999998;AHOLD Czech Republic, a. s.;;3577.0298000000003000;8413;10
Smetanovy sady 2152, Jirkov;Jirkov;13.446472200000001;50.500430399999999;Tesco Stores ÈR, a.s.;Hypermarket Tesco Jirkov;6016.2230000000009000;8720;16
Pionırù 2280, Frıdek-Místek;Frıdek-Místek;18.339845100000002;49.682055200000001;Penny Market, s.r.o.;;643.9967000000000300;7182;4
acléøská 1040/1, Praha;Praha;14.550326300000000;50.132156299999998;Billa, s.r.o.;;2631.6264000000001000;10121;19
M. Horákové 1583, Èeské Budìjovice;Èeské Budìjovice;14.439333400000001;48.983916099999988;Penny Market, s.r.o.;;6046.3891999999987000;20626;17
Køejpského 1752/2, Praha;Praha;14.515099700000000;50.025627000000007;Billa, s.r.o.;Rozvoj;352.4190000000000400;8772;5
Sokolská 924, Doksy;Doksy;14.655019400000000;50.568370100000003;Penny Market, s.r.o.;Penny Market;7127.1280999999999000;4544;18
alanského 631/61a, Praha;Praha;14.296413700000000;50.068100299999998;Penny Market, s.r.o.;;266.9793000000000200;2697;4
Velkomoravská 1652/18, Hodonín;Hodonín;17.118815000000001;48.851258600000001;AHOLD Czech Republic, a. s.;;4853.5295999999998000;4683;4
Rooseveltova 520/100, Olomouc;Olomouc;17.256579100000000;49.577105199999998;Penny Market, s.r.o.;;163.6942000000000000;5683;4
Dukel. hrdinù 2664, Rakovník;Rakovník;13.714434100000000;50.107298000000000;Lidl Èeská republika, v.o.s.;;205.4925000000000100;6904;3
Patrice Lumumby 2444/1, Ostrava;Ostrava;18.228076000000001;49.788236800000000;Billa, s.r.o.;BILLA-LUNA;146.3462999999999900;15327;5
Velehradská tøída 1206, Uherské Hradištì;Uherské Hradištì;17.462788600000000;49.070055000000004;AHOLD Czech Republic, a. s.;;64.3104000000000010;2767;1
Na Veselce 1117, Úpice;Úpice;16.009661600000001;50.513945000000000;Penny Market, s.r.o.;;7777.2121999999999000;3011;27
Vyskoèilova 181/4, Praha 4;Praha;14.454212000000000;50.047861200000000;AHOLD Czech Republic, a. s.;;45.6011000000000020;5635;2
30. dubna 2976/3a, Ostrava;Ostrava;18.283241400000001;49.840195399999999;AHOLD Czech Republic, a. s.;;68.7222999999999900;2747;4
Evropská 337, Pøíbram;Pøíbram;14.005875600000000;49.695113799999987;Lidl Èeská republika, v.o.s.;;7629.7556999999988000;6885;20
Brnìnská 801/1, Svitavy;Svitavy;16.475104699999999;49.752850199999997;Penny Market, s.r.o.;Penny Market;;;
Píseèná 5376, Chomutov;Chomutov;13.437675100000000;50.485023400000003;Tesco Stores ÈR, a.s.;Supermarket Tesco Chomutov;157.3490000000000200;9632;4
Lazecká 49/33, Olomouc;Olomouc;17.251554200000001;49.602719600000000;Lidl Èeská republika, v.o.s.;;482.7634999999999600;8166;5
Jablonecká 423/70, Praha;Praha;14.493807100000000;50.125427999999999;Penny Market, s.r.o.;Penny Market;64.6795000000000040;5590;2
Václavská 1051, Chrudim;Chrudim;15.806444300000001;49.940844100000000;Penny Market, s.r.o.;Penny Market;1225.8473000000001000;1365;5
Nádraní 4A/1939, Karviná;Karviná;18.530194200000000;49.857050899999997;AHOLD Czech Republic, a. s.;;1575.3301999999999000;8518;8
Víta Nejedlého 1083/14, Hradec Králové;Hradec Králové;15.858486100000000;50.213530599999999;Lidl Èeská republika, v.o.s.;;5515.3820999999998000;13112;15
Jihomoravské námìstí 1098/1, Brno;Brno;16.684759499999998;49.178730700000003;AHOLD Czech Republic, a. s.;;1292.2012000000000000;6048;9
M. R. Štefánika 2991/30, Šumperk;Šumperk;16.976392499999999;49.960656099999987;Lidl Èeská republika, v.o.s.;;796.2759999999999500;449;1
Plynárenská 3281, Teplice;Teplice;13.840978099999999;50.635983699999997;Penny Market, s.r.o.;Penny Market;5019.4153999999999000;12451;34
Na Kocandì 2201/35, Litomìøice;Litomìøice;14.146010000000000;50.536456100000002;Kaufland Èeská republika, v.o.s.;OD Kaufland Litomìøice;10836.3579999999970000;8572;52
Hladnovská 1944/16, Ostrava;Ostrava;18.306102500000001;49.843520899999987;Penny Market, s.r.o.;;1140.1758000000000000;9543;19
Køiíkova 213/44, Praha 8;Praha;14.453090300000000;50.092848199999999;AHOLD Czech Republic, a. s.;;118.9753999999999900;9731;3
Purkyòova 2986, Tábor;Tábor;14.677862100000000;49.411522599999998;Penny Market, s.r.o.;Penny Market;1782.3027000000002000;4341;10
5. kvìtna 689, Klatovy;Klatovy;13.296503100000001;49.382130300000000;AHOLD Czech Republic, a. s.;;39068.2372999999930000;10588;106
Sokolovská 2126/5, Novı Jièín;Novı Jièín;18.010041999999999;49.597840200000007;Lidl Èeská republika, v.o.s.;;348.7085999999999900;15883;6
Hartenberská 2533/2, Praha;Praha;14.590581600000000;50.109753099999999;Lidl Èeská republika, v.o.s.;;874.2404999999998800;6899;9
Václava Majera 2898, Louny;Louny;13.815910799999999;50.353225999999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Louny;18900.7367000000010000;12250;49
Vídeòská 100/117, Brno;Brno;16.602192100000000;49.156098800000002;Tesco Stores ÈR, a.s.;Hypermarket Tesco Brno Dolní Heršpice;516.6597999999999000;1355;8
Na Florenci 2116/15, Praha;Praha;14.435551000000000;50.088669899999999;AHOLD Czech Republic, a. s.;SPAR Florentinum;5.3102999999999998;52;1
Bratøí Èapkù 1764, Náchod;Náchod;16.159780600000001;50.408706500000001;AHOLD Czech Republic, a. s.;;167.2289000000000100;5503;4
Pøíborská 2270, Frıdek-Místek;Frıdek-Místek;18.326883800000001;49.670601900000001;Tesco Stores ÈR, a.s.;Hypermarket Frıdek-Místek;2343.8795000000000000;2753;9
námìstí Míru 1356/8, Praha;Praha;14.437643899999999;50.075992900000003;AHOLD Czech Republic, a. s.;SPAR Námìstí Míru ( citymarket );60.6327999999999960;13216;3
Podìbradská 1037, Nymburk;Nymburk;15.053033299999999;50.188401100000000;AHOLD Czech Republic, a. s.;;15927.5955000000010000;11543;41
Kolbenova, Praha;Praha;14.514798799999999;50.110373499999987;Penny Market, s.r.o.;Penny Market;185.3760000000000000;83;2
Hálkova 1647, Humpolec;Humpolec;15.355656900000000;49.539044799999999;Lidl Èeská republika, v.o.s.;;12557.8979000000040000;5548;35
Nároní 1488/8, Praha;Praha;14.330643800000001;50.054027599999998;Lidl Èeská republika, v.o.s.;;146.0900000000000000;484;3
Èernokostelecká 1919/12, Øíèany;Øíèany;14.654038999999999;50.005661099999998;Billa, s.r.o.;Supermarket Billa Øíèany;1431.8094000000001000;2395;10
Plumlovská 456/32, Prostìjov;Prostìjov;17.103637400000000;49.472693799999988;AHOLD Czech Republic, a. s.;;466.9511999999999700;10160;5
Kabátnická 1701/2, Most;Most;13.646835100000001;50.512009300000003;Kaufland Èeská republika, v.o.s.;OD Kaufland Most;119.5209000000000100;7544;4
Radlická 520/117, Praha 5;Praha;14.353745600000000;50.047605799999999;AHOLD Czech Republic, a. s.;;487.2778999999999300;7574;13
Hlavní 1114, Zubøí;Zubøí;18.091794199999999;49.464044999999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Zubøí;9418.6978000000017000;10606;17
Bezruèova 1330/4a, Jeseník;Jeseník;17.205614199999999;50.235893200000000;Lidl Èeská republika, v.o.s.;;198.8125999999999700;299;2
Polská 379, Náchod;Náchod;16.191478300000000;50.423924499999998;Kaufland Èeská republika, v.o.s.;OD Kaufland Náchod;6584.7207000000008000;3714;16
Kurská 625/9, Brno;Brno;16.555003500000002;49.169151300000003;AHOLD Czech Republic, a. s.;;2843.8162000000002000;7790;4
Zahradní 1052, Kosmonosy;Kosmonosy;14.923961000000000;50.433353500000003;Lidl Èeská republika, v.o.s.;;1819.6977000000002000;5674;14
U Kostela 4754/37, Jablonec nad Nisou;Jablonec nad Nisou;15.168530600000000;50.738931200000003;Kaufland Èeská republika, v.o.s.;OD Kaufland Jablonec nad Nisou;147.7151000000000100;7166;4
Sokolovská 2164, Tachov;Tachov;12.638531400000000;49.803359299999997;Tesco Stores ÈR, a.s.;Hypermarket Tesco Tachov;5993.1993000000011000;5173;16
Škvorecká 1762, Úvaly;Úvaly;14.731900700000001;50.069639500000001;Penny Market, s.r.o.;;5973.5160999999998000;8567;24
Goyova 2239/1, Praha 10;Praha;14.509188000000000;50.067760799999988;AHOLD Czech Republic, a. s.;;104.9879000000000000;7505;2
Havíøovská 473, Praha;Praha;14.507667500000000;50.135190700000003;Penny Market, s.r.o.;Penny Market;;;
Hrnèíøská 573/6, Brno - Ponava;Brno - Ponava;16.601003299999999;49.210250199999997;AHOLD Czech Republic, a. s.;;49.1295000000000000;5975;2
V tøešòovce 232/2, Praha;Praha;14.499671800000000;50.092830100000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Praha - Jarov;56.8134000000000010;7;1
Lodská 814/24a, Praha;Praha;14.421795800000000;50.130673199999997;Billa, s.r.o.;Lodská;27.2426999999999990;0;1
Jarošova 1234/2, Znojmo;Znojmo;16.055463899999999;48.860371999999998;Kaufland Èeská republika, v.o.s.;OD Kaufland Znojmo II.;5200.3820000000005000;16810;12
Rudé armády 1469, Kostelec nad Orlicí;Kostelec nad Orlicí;16.218451000000002;50.122660199999999;Penny Market, s.r.o.;Penny Market;11130.6354000000010000;13729;35
Americká 2768, Kladno;Kladno;14.113539800000000;50.129700799999988;Lidl Èeská republika, v.o.s.;;323.3666000000000100;453;2
Krejnická 2021/1, Praha 4;Praha;14.482267900000000;50.032729900000000;AHOLD Czech Republic, a. s.;;357.8085000000000400;10515;5
Albertova, Kromìøí;Kromìøí;17.384393400000000;49.290531599999987;AHOLD Czech Republic, a. s.;SPAR Kromìøí - Albertova (supermarket);5719.8591999999999000;8681;19
Újezd 2169/19, Prostìjov;Prostìjov;17.118947800000001;49.470814699999998;Lidl Èeská republika, v.o.s.;;158.3226000000000200;11076;4
Bratislavská ul., Praha 10;Praha;14.515443500000000;50.043916499999987;AHOLD Czech Republic, a. s.;;25.4270999999999960;4045;2
Alejní 3198, Teplice;Teplice;13.821397100000000;50.636579900000001;Billa, s.r.o.;;1132.7030000000000000;9494;10
Revoluèní 6/1206, Tøeš;Tøeš;15.482876500000000;49.290249099999997;AHOLD Czech Republic, a. s.;;14915.0430000000030000;8776;30
K Barrandovu 1139/3, Praha;Praha;14.383537499999999;50.032719099999987;Lidl Èeská republika, v.o.s.;;379.3781000000000700;6908;11
Piaristická 21/6, Èeské Budìjovice;Èeské Budìjovice;14.473166500000000;48.975393999999987;Billa, s.r.o.;;34.6257999999999980;1855;2
Staromìstská 3290, Frıdek-Místek;Frıdek-Místek;18.357064699999999;49.677988799999987;Billa, s.r.o.;;33.5823000000000040;440;2
Zdislavická 583, Praha 4;Praha;14.444647500000000;50.017296899999998;AHOLD Czech Republic, a. s.;;29.7609999999999990;3904;1
Plzeòská 3042/383, Ostrava;Ostrava;18.245457600000002;49.774819099999988;Lidl Èeská republika, v.o.s.;;14.2769999999999990;722;1
Kpt. Jaroše 3047, Tábor;Tábor;14.650787400000000;49.419153500000000;Lidl Èeská republika, v.o.s.;;66.4120999999999950;687;2
Na Vršku 4202/6, Jablonec nad Nisou;Jablonec nad Nisou;15.159392400000000;50.725510999999997;AHOLD Czech Republic, a. s.;;340.4797999999999500;5919;5
ikova 3745, Havlíèkùv Brod;Havlíèkùv Brod;15.599347300000000;49.606998900000001;Lidl Èeská republika, v.o.s.;;483.7729000000000500;2389;3
Strojírenská 375/20, ïár nad Sázavou;ïár nad Sázavou;15.930508400000001;49.560970400000002;Penny Market, s.r.o.;;16560.1457999999980000;12062;31
ikova 1378, Tøebechovice pod Orebem;Tøebechovice pod Orebem;15.989879699999999;50.200663700000000;Penny Market, s.r.o.;;13228.2759000000010000;10008;31
Praská 2643/72, Znojmo;Znojmo;16.038083799999999;48.865864799999997;Billa, s.r.o.;;8535.0920999999998000;7317;11
Koneèná 441/25, Drovice;Drovice;17.128585099999999;49.483910700000003;Tesco Stores ÈR, a.s.;Hypermarket Drovice;51.5508000000000020;267;1
Praská 1056, Tøebíè;Tøebíè;15.857796499999999;49.210383399999998;Penny Market, s.r.o.;Penny Market;4722.5617000000002000;8628;16
Jakuba Obrovského 228/1a, Brno;Brno;16.532924999999999;49.225962899999999;Lidl Èeská republika, v.o.s.;;;;
Ve Vaòkovce 1, Brno;Brno;16.613742800000001;49.188851399999997;AHOLD Czech Republic, a. s.;;79.3165999999999940;710;2
Janského 459/22, Olomouc;Olomouc;17.242484399999999;49.578299800000003;AHOLD Czech Republic, a. s.;;295.3813000000000100;9227;3
Bubenské nábø. 306/13, Praha;Praha;14.445530300000000;50.098389200000000;Penny Market, s.r.o.;Penny Market;38.4947000000000020;11;1
Pøetlucká 3295/50, Praha;Praha;14.510870499999999;50.070777799999988;Tesco Stores ÈR, a.s.;Hypermarket Praha - Skalka;112.0741000000000200;1156;3
Komenského námìstí 2771, Louny;Louny;13.802916200000000;50.356247600000003;Billa, s.r.o.;;1329.3683000000001000;2841;6
Jáchymova 903, Jindøichùv Hradec;Jindøichùv Hradec;15.021366000000000;49.143790099999997;Kaufland Èeská republika, v.o.s.;OD Kaufland Jindøichùv Hradec;20386.8319000000010000;7034;36
Suchdolská 934, Horomìøice;Horomìøice;14.345756800000000;50.141411400000003;Lidl Èeská republika, v.o.s.;;2985.3631999999998000;4850;10
Plzeòská 344/1, Praha 5;Praha;14.403537099999999;50.071829100000002;AHOLD Czech Republic, a. s.;;131.9506000000000100;4054;3
Náves 671, Zlín;Zlín;17.634904700000000;49.222621699999998;AHOLD Czech Republic, a. s.;;1336.0431999999998000;4265;11
Na Radouèi, Mladá Boleslav;Mladá Boleslav;14.905592700000000;50.430093499999998;AHOLD Czech Republic, a. s.;INTERSPAR Mladá Boleslav - Radouè (hyper;6201.4034000000001000;15838;25
Romana Havelky 4842/1a, Jihlava;Jihlava;15.582541000000001;49.406546100000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Jihlava;;;
Antonína Slavíèka 892/1, Svitavy;Svitavy;16.478161600000000;49.752973200000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Svitavy;3404.8866000000003000;1635;7
M. Horákové 1364/2, Èeské Budìjovice;Èeské Budìjovice;14.440082800000001;48.983007399999998;AHOLD Czech Republic, a. s.;;;;
Èeské mládee 456/26, Liberec - Doubí;Liberec;15.054887400000000;50.744796399999998;AHOLD Czech Republic, a. s.;;6539.3340999999982000;8823;34
Pod Lihovarem 2055/4, Øíèany;Øíèany;14.657076099999999;49.998406499999987;Penny Market, s.r.o.;Penny Market;1086.2526999999998000;2393;8
Studentská 1893, Jirkov;Jirkov;13.437574700000001;50.500523299999998;Penny Market, s.r.o.;;7718.1810999999998000;9744;19
tø. 1. máje 553/2, Bøeclav;Bøeclav;16.869337399999999;48.753714500000001;Billa, s.r.o.;Supermarket Billa;5840.8650000000007000;14810;9
Ès. armády 142, Pøíbram;Pøíbram;14.005968100000000;49.686527800000007;AHOLD Czech Republic, a. s.;;93.7385999999999910;3860;3
Na slupi 2102/2b, Praha;Praha;14.422520799999999;50.066527600000001;Lidl Èeská republika, v.o.s.;;272.3302000000000500;11370;9
Opavská 3376/66a, Kravaøe;Kravaøe;18.013994199999999;49.932621900000001;Penny Market, s.r.o.;Penny Market;19183.1241999999950000;33837;40
Svitavská 1814/2, Hradec Králové;Hradec Králové;15.845649399999999;50.190628099999998;AHOLD Czech Republic, a. s.;;43.3900000000000010;6408;2
Vyskoèilova 1481/4, Praha;Praha;14.456166700000001;50.047614000000003;AHOLD Czech Republic, a. s.;SPAR BBCentrum Beta (citymarket);126.5961000000000100;0;2
Obchodní nám. 1590/4, Praha 4;Praha;14.405586400000001;50.005140900000001;AHOLD Czech Republic, a. s.;;710.5344999999999800;5817;14
Novohradská 1810, Èeské Budìjovice;Èeské Budìjovice;14.497410500000001;48.954701200000002;Penny Market, s.r.o.;Penny Market;5062.6641000000000000;6615;31
Purkyòova 2136/59, Svitavy;Svitavy;16.466995699999998;49.754133499999988;Billa, s.r.o.;;135.5711000000000000;4742;2
Budyšínská 1400, Liberec;Liberec;15.062665000000001;50.775461999999997;AHOLD Czech Republic, a. s.;;214.5918000000000300;6192;7
Kopaniny, Pøerov;Pøerov;17.448603400000000;49.460024699999998;Billa, s.r.o.;;92.5395999999999930;5625;1
Albertova 3304, Kromìøí;Kromìøí;17.385626999999999;49.288865399999999;AHOLD Czech Republic, a. s.;;;;
Kamıcká 2273, Litomìøice;Litomìøice;14.116566700000000;50.542072500000003;Lidl Èeská republika, v.o.s.;;2683.7746999999995000;9679;15
Veslaøská 3430, Mìlník;Mìlník;14.490719900000000;50.346137000000013;Tesco Stores ÈR, a.s.;Supermarket Tesco Mìlník;1263.7561000000001000;5614;3
ÈSA 987, Velká Bystøice;Velká Bystøice;17.351376599999998;49.591223499999998;Penny Market, s.r.o.;Penny Market;20410.8872000000010000;18824;31
námìstí Svornosti 2573/6, Brno;Brno;16.581652699999999;49.215257200000003;Billa, s.r.o.;;147.8975000000000100;13174;7
itavská 3021, Èeská Lípa;Èeská Lípa;14.542858200000000;50.692752700000007;Penny Market, s.r.o.;;85.4566000000000090;2822;3
Horská 92, Trutnov;Trutnov;15.897803800000000;50.572986000000000;Penny Market, s.r.o.;;196.5912000000000100;339;3
Velehradská 3254/105, Kromìøí;Kromìøí;17.388697000000001;49.284413600000001;Tesco Stores ÈR, a.s.;Hypermarket Tesco Kromìøí;9088.8759999999984000;6143;22
Dr. Milady Horákové 586/90, Liberec;Liberec;15.055602199999999;50.751798600000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Liberec II.;91.3291999999999860;1201;3
Topolová 1513, Most;Most;13.648296999999999;50.496098099999998;AHOLD Czech Republic, a. s.;;197.5984000000000300;18255;4
Kvítková 4352, Zlín;Zlín;17.668870600000002;49.227202299999988;Tesco Stores ÈR, a.s.;Supermarket Tesco;;;
Gerská 1951/15, Plzeò;Plzeò;13.367238100000000;49.776235499999999;Penny Market, s.r.o.;;;;
Zborovská 5342, Chomutov;Chomutov;13.412508000000001;50.464748700000001;Billa, s.r.o.;;35.7227000000000030;984;1
Víta Nejedlého 1063/10, Hradec Králové;Hradec Králové;15.853166500000000;50.212115500000003;AHOLD Czech Republic, a. s.;;42.2109999999999990;2288;1
Farského 4732, Chomutov;Chomutov;13.414326600000001;50.461988899999987;Tesco Stores ÈR, a.s.;Supermarket Tesco Chomutovka;4562.4272999999994000;8883;10
Do Èertous 2772/8, Praha;Praha;14.609372600000000;50.121294800000001;Penny Market, s.r.o.;;1445.1521999999998000;1575;9
Brtnická 4030/7, Jihlava;Jihlava;15.594526999999999;49.389321400000007;AHOLD Czech Republic, a. s.;;7091.9967000000015000;5842;15
Polská 1201/1, Olomouc;Olomouc;17.257899599999998;49.586742100000002;AHOLD Czech Republic, a. s.;INTERSPAR Olomouc;53.6890999999999960;2778;2
ul. Školní, Pøíbram;Pøíbram;13.998226600000001;49.673620999999997;AHOLD Czech Republic, a. s.;;80.0449000000000130;2406;2
tø. 1. máje, Dobøany;Dobøany;13.294025200000000;49.654114800000002;Penny Market, s.r.o.;Penny Market;7489.6504000000004000;9640;12
